timestamp,Volume,vw,Open,Close,High,Low,n
2025-04-09 09:30:00,5728.0,497.8483,497.76,497.99,497.99,497.66,82
2025-04-09 09:31:00,1192.0,497.7628,497.82,497.73,497.82,497.73,16
2025-04-09 09:32:00,1405.0,497.5734,497.53,497.82,497.82,497.53,27
2025-04-09 09:33:00,2865.0,497.2862,497.6,497.28,497.6,497.0,95
2025-04-09 09:34:00,637.0,497.3032,497.44,497.22,497.44,497.22,15
2025-04-09 09:35:00,1859.0,496.7191,497.0,496.73,497.0,496.58,45
2025-04-09 09:36:00,960.0,496.9016,496.84,497.0,497.0,496.84,37
2025-04-09 09:37:00,2455.0,497.0599,497.5,496.85,497.5,496.85,80
2025-04-09 09:38:00,2558.0,496.6694,496.7,496.67,496.76,496.64,93
2025-04-09 09:39:00,2067.0,496.4416,496.64,496.4,496.64,496.4,80
2025-04-09 09:40:00,1935.0,496.1596,496.41,496.0,496.41,496.0,63
2025-04-09 09:41:00,1313.0,496.1551,495.93,496.31,496.31,495.93,49
2025-04-09 09:42:00,1498.0,496.3661,496.58,496.15,496.58,496.15,32
2025-04-09 09:43:00,1690.0,495.9266,495.9,495.98,496.04,495.86,80
2025-04-09 09:44:00,3347.0,496.02,496.21,496.05,496.21,495.94,84
2025-04-09 09:45:00,5185.0,495.7558,496.1,495.56,496.1,495.56,176
2025-04-09 09:46:00,3848.0,495.4752,495.38,495.44,495.61,495.38,86
2025-04-09 09:48:00,2378.0,495.4539,495.52,495.3,495.52,495.3,83
2025-04-09 09:49:00,8147.0,495.1051,495.33,494.8,495.33,494.8,289
2025-04-09 09:50:00,5185.0,494.7277,494.81,494.79,494.85,494.55,95
2025-04-09 09:51:00,1657.0,494.9444,494.92,494.99,494.99,494.92,58
2025-04-09 09:52:00,1400.0,495.1713,495.02,495.35,495.35,495.02,30
2025-04-09 09:53:00,3169.0,494.8347,495.17,494.71,495.17,494.68,84
2025-04-09 09:54:00,227.0,494.7652,494.79,494.75,494.79,494.75,4
2025-04-09 09:55:00,4043.0,495.3949,495.03,495.94,495.94,495.01,79
2025-04-09 09:56:00,3780.0,495.9083,495.79,496.0,496.0,495.79,74
2025-04-09 09:57:00,11040.0,495.5331,495.95,495.28,495.95,495.28,175
2025-04-09 09:58:00,2651.0,495.5831,495.63,495.5,495.67,495.48,51
2025-04-09 09:59:00,5216.0,495.6202,495.5,495.64,495.7,495.5,114
2025-04-09 10:00:00,9771.0,495.3098,495.19,495.32,495.56,495.19,228
2025-04-09 10:01:00,4329.0,496.164,496.0,496.0,496.34,496.0,127
2025-04-09 10:02:00,5966.0,495.1366,495.6,494.82,495.6,494.73,96
2025-04-09 10:03:00,1710.0,495.0098,495.0,494.96,495.0,494.94,52
2025-04-09 10:04:00,6271.0,494.6273,494.85,494.62,494.85,494.45,237
2025-04-09 10:05:00,12806.0,493.9662,494.57,494.07,494.57,493.46,269
2025-04-09 10:06:00,4921.0,494.2199,494.18,494.3,494.34,494.17,87
2025-04-09 10:07:00,4291.0,494.2849,494.55,494.41,494.55,494.06,79
2025-04-09 10:08:00,5730.0,494.7184,494.73,494.91,494.91,494.55,138
2025-04-09 10:09:00,9815.0,494.7897,494.8,494.96,494.96,494.5,159
2025-04-09 10:10:00,17850.0,495.0024,495.0,495.13,495.17,494.87,318
2025-04-09 10:11:00,2729.0,494.8202,495.07,494.77,495.07,494.65,43
2025-04-09 10:12:00,3705.0,494.546,494.98,494.43,494.98,494.4,73
2025-04-09 10:13:00,2933.0,494.6643,494.44,494.8,494.8,494.44,79
2025-04-09 10:14:00,4649.0,495.2625,495.0,495.47,495.49,495.0,108
2025-04-09 10:15:00,4036.0,495.1679,495.5,494.47,495.52,494.47,89
2025-04-09 10:16:00,870.0,494.434,494.4,494.46,494.46,494.4,71
2025-04-09 10:18:00,1368.0,494.4415,494.57,494.2,494.57,494.2,50
2025-04-09 10:19:00,5597.0,493.8818,494.11,493.45,494.11,493.45,127
2025-04-09 10:20:00,11144.0,493.0662,493.35,493.11,493.35,492.87,318
2025-04-09 10:21:00,20713.0,493.2037,493.04,493.22,493.35,493.04,356
2025-04-09 10:22:00,3059.0,493.3287,493.45,493.3,493.45,493.3,49
2025-04-09 10:23:00,7766.0,492.6691,493.06,492.45,493.2,492.41,256
2025-04-09 10:24:00,19079.0,492.4211,492.45,492.33,492.69,492.31,256
2025-04-09 10:25:00,10656.0,492.5724,492.5,492.59,492.6,492.38,127
2025-04-09 10:26:00,5420.0,493.0167,492.86,493.05,493.37,492.86,79
2025-04-09 10:27:00,4009.0,493.5425,493.1,493.94,494.0,493.1,76
2025-04-09 10:28:00,2872.0,493.8187,493.99,493.76,493.99,493.76,46
2025-04-09 10:29:00,8617.0,493.5951,493.65,493.55,493.84,493.31,148
2025-04-09 10:30:00,6840.0,493.3113,493.57,493.09,493.86,492.91,183
2025-04-09 10:31:00,4618.0,493.0489,493.35,493.09,493.35,492.93,197
2025-04-09 10:32:00,3046.0,492.9015,493.23,492.76,493.23,492.76,74
